label,text,spam_categories,target_Bank Scam,target_Gambling Promotion,target_General Spam,target_Phishing,cleaned_text,nb_label
Ham,nag error yung app wag muna ngayon,[],0,0,0,0,nag error app wag muna ngayon,Ham
"Gambling Promotion, Phishing",You are the lucky winner of Honda Click 125i from Petron Promo. Call 09171607308.,"['Gambling Promotion', 'Phishing']",0,1,0,1,lucky winner honda click petron promo call,Spam
Ham,Use verification code 724923 for Microsoft authentication.,[],0,0,0,0,use verification code microsoft authentication,Ham
Ham,magkano po pamasahe papunta dyan,[],0,0,0,0,magkano pamasahe papunta dyan,Ham
Phishing,Flash Express: Failed delivery attempt. Package held. Pay fee at bit.ly/ph-24752,['Phishing'],0,0,0,1,flash express failed delivery attempt package held pay fee urllink,Spam
Ham,Hati tayo sa pamasahe,[],0,0,0,0,hati pamasahe,Ham
"Gambling Promotion, Phishing","<NAME>., Easy Play and earn! Sign up to get your 100% Welcome bonus! 5,000 Max bonus! Click here. duopromo1.com","['Gambling Promotion', 'Phishing']",0,1,0,1,name easy play earn sign get welcome bonus max bonus click duopromocom,Spam
Ham,10/10 00:02: P10.00 loaded to 09129094503 from xxxxxxxx9374 for 1 year. Ref:AJA7VCNILH. Get MORE with PROMO LOAD in the Smart App!,[],0,0,0,0,p loaded xxxxxxxx year refajavcnilh get promo load smart app,Ham
Ham,Can we move our call to tomorrow morning instead?,[],0,0,0,0,move call tomorrow morning instead,Ham
Phishing,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",['Phishing'],0,0,0,1,congratulation thanks good friend u xmas prize claim easy call p per minute btnationalrate,Spam
Ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,[],0,0,0,0,pls go ahead watt wanted sure great weekend abiola,Ham
Ham,"Earn a P50 voucher for every P5,000 sent to a unique PayMaya user. Promo runs from Aug 28-29, 2021. DTI125754 https://official.paymaya.com/0zgc/SendMoneyAugust",[],0,0,0,0,earn p voucher every p sent unique paymaya user promo run aug dti urllink,Ham
Gambling Promotion,Ikaw ang maswerteng Makatanggap ng P555 na bonus >>> lvv65a118l.uk/?bmn7v6fyt,['Gambling Promotion'],0,1,0,0,ikaw maswerteng makatanggap p bonus lvvalukbmnvfyt,Spam
Spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,['General Spam'],0,0,1,0,want get laid tonight want real dogging location sent direct ur mob join uk largest dogging network bt txting gravel nt eca pmsgp,Spam
Ham,Telegram code: 21538 You can also tap on this link to log in: https://t.me/login/21538,[],0,0,0,0,telegram code also tap link log urllink,Ham
Spam,Joke of the day: The Lord is my shepherd. 15 pesos for 15 days.,['General Spam'],0,0,1,0,joke day lord shepherd peso day,Spam
Phishing,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,['Phishing'],0,0,0,1,tell u call claim prize u enter ur mobile personal detail prompt careful,Spam
Phishing,Netflix PH: Payment failed. Update billing to avoid interruption: bit.ly/ph-20759,['Phishing'],0,0,0,1,netflix ph payment failed update billing avoid interruption urllink,Spam
Spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,['General Spam'],0,0,1,0,okmail dear dave final notice collect tenerife holiday cash award call landline tc sae box cwwx ppm,Spam
Ham,29/04 12:46: P50.00 loaded to 09129094503 for 1 year. Ref:9DT3WGBYFZ. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,[],0,0,0,0,p loaded year refdtwgbyfz use gigalife app best promos deal smrtphgigalifeapp,Ham
Ham,DMW:#ApatDapat3&4 3. Trabaho ba sa abroad? Makipagtransaction lang sa loob ng opisina ng agency 4. Magbayad ng placement fee kung me kontrata na. Humingi ng OR,[],0,0,0,0,dmwapatdapat trabaho abroad makipagtransaction loob opisina agency magbayad placement fee kontrata humingi,Ham
Phishing,Your order #17125 delivery failed. Update address to avoid return: bit.ly/secure-ph-974700,['Phishing'],0,0,0,1,order delivery failed update address avoid return urllink,Spam
Ham,"Hi Mr/Ms <NAME>, RDCN 47968 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",[],0,0,0,0,hi mrms name rdcn claimed rdpawnshop penbank villarica truemoney branch please present valid id thank,Ham
Phishing,Work from home! TikTok Shop online tasks. P798 per order. Msg us: wa.me/639903953319,['Phishing'],0,0,0,1,work home tiktok shop online task p per order msg u wame,Spam
Ham,2/2 (2) I-share ang iyong personal profile at credit score sa 3rd parties (3) Magpadala ng ads sa iyo mula sa 3rd parties Text AGREE to 3727 for free.,[],0,0,0,0,ishare iyong personal profile credit score rd party magpadala ad mula rd party text agree free,Ham
"Gambling Promotion, Phishing",Sali na sa pinaka-malambot na slots sa 777CASINO. Dito ang daming nananalo: bit.ly/secure-ph-493474,"['Gambling Promotion', 'Phishing']",0,1,0,1,sali pinakamalambot slot casino dito daming nananalo urllink,Spam
Ham,"Enter verification code: 354423, to activate SPayLater, valid for 15 mins. NEVER share this code with others under any circumstances. PW42aWeqbj5",[],0,0,0,0,enter verification code activate spaylater valid min never share code others circumstance pwaweqbj,Ham
Ham,Kaya palang humiram ng BIGGER and BETTER load promos up to P99! Mag-load na with Borrow Load!,[],0,0,0,0,kaya palang humiram bigger better load promos p magload borrow load,Ham
Phishing,"Hi, I'm recruiter for Lazada. Your profile is selected for 500-1500 pay. Info: bit.ly/secure-ph-114532",['Phishing'],0,0,0,1,hi im recruiter lazada profile selected pay info urllink,Spam
Phishing,PCSO: Ur mobile # won 2nd prize worth P100k. Call 09255662288 now.,['Phishing'],0,0,0,1,pcso ur mobile nd prize worth pk call,Spam
Ham,You have paid P50.00 of GCash to purchase Php 50 load for 09129094503 on 04-22-22 04:02 AM. Your GCash balance is P158.00. Ref. No. 078195710.,[],0,0,0,0,paid p gcash purchase php load gcash balance p ref,Ham
Ham,"The old Online Banking website will no longer be available on March 31, 2025. Log in to the new BDO Online website now to avoid any inconvenience. If you use the BDO Online or BDO Pay apps, log in with your username and password. Otherwise, log in with your old Online Banking website username and password. If you are unable to log in, go to ""Need help logging in?"" to retrieve your username or reset your password.",[],0,0,0,0,old online banking website longer available march log new bdo online website avoid inconvenience use bdo online bdo pay apps log username password otherwise log old online banking website username password unable log go need help logging retrieve username reset password,Ham
Ham,But that's on ebay it might be less elsewhere.,[],0,0,0,0,thats ebay might less elsewhere,Ham
"Gambling Promotion, Phishing",SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-828156 to avoid deactivation.,"['Gambling Promotion', 'Phishing']",0,1,0,1,sim registration huling babala register sim urllink avoid deactivation,Spam
Phishing,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,['Phishing'],0,0,0,1,great news call freefone claim guaranteed cash gift speak live operator,Spam
Spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,['General Spam'],0,0,1,0,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recdthirtyeight penny,Spam
Ham,Unfortunately we have not resolved issue with Netflix payment and your membership has been cancelled. Restart at netflix.com,[],0,0,0,0,unfortunately resolved issue netflix payment membership cancelled restart netflixcom,Ham
Ham,"Enter verification code: 647355, to activate SPayLater, valid for 15 mins. NEVER share this code with others under any circumstances. PW42aWeqbj5",[],0,0,0,0,enter verification code activate spaylater valid min never share code others circumstance pwaweqbj,Ham
"Gambling Promotion, Phishing",Winner! Chosen mobile # for P100k Globe Rewards lucky draw. Claim at 09380355773.,"['Gambling Promotion', 'Phishing']",0,1,0,1,winner chosen mobile pk globe reward lucky draw claim,Spam
"Bank Scam, Phishing",Your BPI credit card has been used for P800k. Report if unauthorized: bit.ly/secure-ph-957560,"['Bank Scam', 'Phishing']",1,0,0,1,bpi credit card used pk report unauthorized urllink,Spam
Phishing,Earn extra income! Zalora affiliate hiring. P800-P2000 per day. No fees. Link: bit.ly/ph-36467,['Phishing'],0,0,0,1,earn extra income zalora affiliate hiring pp per day fee link urllink,Spam
Phishing,Work from home! YouTube Liker online tasks. P870 per order. Msg us: wa.me/639253990439,['Phishing'],0,0,0,1,work home youtube liker online task p per order msg u wame,Spam
Ham,Kinulang ang ingredients pang holiday handaan? I-GGives Sakto mo na! Borrow for as low as P300 in supermarkets and convenience stores. Pay using GGives Sakto now! Please note that your eligibility is subject to regular review.,[],0,0,0,0,kinulang ingredient pang holiday handaan iggives sakto borrow low p supermarket convenience store pay using ggives sakto please note eligibility subject regular review,Ham
Ham,ang bobo nung kampi natin kanina,[],0,0,0,0,bobo nung kampi natin kanina,Ham
Ham,"Dumating na ang bills? Buti may Maya! Use your app to pay for your utilities, internet, credit card, and other dues in minutes para chill lang this payday.",[],0,0,0,0,dumating bill buti may maya use app pay utility internet credit card due minute chill payday,Ham
Ham,"Pwede ka nang mag-load ng FamSURF, mag-redeem ng Rewards, at mag-avail ng iba pang exclusive promos and offers through the GlobeOne app! Mag-register na sa GlobeOne at https://globeone.onelink.me/ej7I/G1SMS. No advisories? Tap glbe.co/noadvisories.",[],0,0,0,0,pwede ka nang magload famsurf magredeem reward magavail iba pang exclusive promos offer globeone app magregister globeone urllink advisory tap glbeconoadvisories,Ham
Ham,"For emergency data this long weekend, grab a 100MB loan, valid for a day. Only P6 will be collected on your next reload. Super easy! Text MBSOS to 3733 or dial *143# and select LOANS for other loan options. Kindly settle any unpaid loan for easy borrowing.",[],0,0,0,0,emergency data long weekend grab mb loan valid day p collected next reload super easy text mbsos dial select loan loan option kindly settle unpaid loan easy borrowing,Ham
Ham,"The NTC, DTI, NPC, & Smart would like to remind the public to be vigilant against SMS job offer scams. Stay safe, be #CyberSmart https://smrt.ph/SMSspamWarning",[],0,0,0,0,ntc dti npc smart would like remind public vigilant sm job offer scam stay safe cybersmart urllink,Ham
Spam,Rank No. 1 sa listahan ng rekomendasyon ng Google Store at manalo ng malalaking premyo google-play.tv,['General Spam'],0,0,1,0,rank listahan rekomendasyon google store manalo malalaking premyo googleplaytv,Spam
Ham,bagsak yata ako sa math,[],0,0,0,0,bagsak yata ako math,Ham
Ham,You are running out of load! Your balance is: P2.5 Do you want to borrow P45 now? Reply YES to accept! Loan amount plus P18 fee will be deducted on your next reload. Ref:<22401222401>,[],0,0,0,0,running load balance p want borrow p reply yes accept loan amount plus p fee deducted next reload ref,Ham
Ham,Meeting daw sa conference room,[],0,0,0,0,meeting daw conference room,Ham
Ham,Yup,[],0,0,0,0,yup,Ham
Spam,You are subscribed to Celebrity Gossip! The Lord is my shepherd. 15 pesos for 15 days.,['General Spam'],0,0,1,0,subscribed celebrity gossip lord shepherd peso day,Spam
Spam,Daily Bible verse: The Lord is my shepherd. 15 pesos for 15 days.,['General Spam'],0,0,1,0,daily bible verse lord shepherd peso day,Spam
Ham,"Goodmorning Leivette, you have an appointment today @ 2:30pm. and need po mag soot ng medyas dito sa loob ng clinic-CLINICA NUYAD ",[],0,0,0,0,goodmorning leivette appointment today pm need mag soot medyas dito loob clinicclinica nuyad,Ham
Ham,"COINS ALERT: You are attempting to SEND FUNDS from your Coins Wallet. Use this code to confirm: 071415. If you did not make this request, email report@coins.ph.",[],0,0,0,0,coin alert attempting send fund coin wallet use code confirm make request email reportcoinsph,Ham
Ham,"Send Money your way with the BDO Online app! You can send to your own PHP accounts or own USD to PHP accounts, to any BDO account, to any same foreign currency account in 1 of 9 available currencies, or to other banks and e-wallets via InstaPay or PESONet. Try it now!",[],0,0,0,0,send money way bdo online app send php account usd php account bdo account foreign currency account available currency bank ewallets via instapay pesonet try,Ham
Ham,"We are unable to process your Bank Transfer to your LANDBANK / OFBank account. For assistance, please visit the GCash Help Center. Ticket No. 0003729923221.",[],0,0,0,0,unable process bank transfer landbank ofbank account assistance please visit gcash help center ticket,Ham
Ham,"Your One-time PIN is 056209. Please enter this code within 5 minutes. In case you didn't request for an OTP, simply ignore this message. Have a wonderful day!",[],0,0,0,0,onetime pin please enter code within minute case didnt request otp simply ignore message wonderful day,Ham
Spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,['General Spam'],0,0,1,0,tried contact reply offer video handset anytime network min unlimited text camcorder reply call,Spam
"Gambling Promotion, Phishing",Winner! Chosen mobile # for 1 Million Puregold lucky draw. Claim at 09956364344.,"['Gambling Promotion', 'Phishing']",0,1,0,1,winner chosen mobile million puregold lucky draw claim,Spam
Ham,Pahiram ng reviewer mo,[],0,0,0,0,pahiram reviewer,Ham
Ham,"Get a chance to win a realme 9 Pro 5G, P1,500 ZALORA Gift Certificates, or a ZALORA VIP subscription when you refer your friends to GOMO using your referral code! Go to http://bit.ly/GOMOReferral and do it now, fam! Promo is until November 30, 2023 only. Per DTI Fair Trade Permit No. FTEB-172168, series of 2023. No advisories? Text OFF to 2686 for free.",[],0,0,0,0,get chance win realme pro g p zalora gift certificate zalora vip subscription refer friend gomo using referral code go urllink fam promo november per dti fair trade permit fteb series advisory text free,Ham
Ham,Here is a FREE P10 load voucher just for you! Use this to buy load products on GCash. No minimum spend required. Voucher is valid for 14 days. One-time use only. Go to your Profile > Voucher Pocket and use the discount!,[],0,0,0,0,free p load voucher use buy load product gcash minimum spend required voucher valid day onetime use go profile voucher pocket use discount,Ham
Ham,"1/2 Thanks! Pumapayag ka rin ba na i-process ang iyong info para: (1) Gawan ka ng personal profile base sa iyong interest, preferences & location",[],0,0,0,0,thanks pumapayag ka iprocess iyong info gawan ka personal profile base iyong interest preference location,Ham
Ham,left group na ko dun ang toxic,[],0,0,0,0,left group dun toxic,Ham
Ham,October 1 po ,[],0,0,0,0,october,Ham
Ham,"All I want for Christmas is...a shopping spree! Get a chance to win P10,000 worth of Giftaway vouchers and MORE when you join the Mystery Box Raffle. Earn 1 raffle entry when you donate 1 Rewards point to the Hapag Movement via glbe.co/glbone. Per DTI Fair Trade Permit No. FTEB-179666, Series of 2023",[],0,0,0,0,want christmas isa shopping spree get chance win p worth giftaway voucher join mystery box raffle earn raffle entry donate reward point hapag movement via glbecoglbone per dti fair trade permit fteb series,Ham
Ham,10/11 19:14: P50.00 loaded to 09129094503 from xxxxxxxx2785 for 1 year. Ref:AKA91Q6K1F. Get MORE with PROMO LOAD in the Smart App!,[],0,0,0,0,p loaded xxxxxxxx year refakaqkf get promo load smart app,Ham
Ham,"Hate fees? Cash in to your PayMaya account FREE of charge via BPI linked account, Ministop & Smart Padala. Cash in now:https://official.paymaya.com/3xMF/CashIn",[],0,0,0,0,hate fee cash paymaya account free charge via bpi linked account ministop smart padala cash nowurllink,Ham
Ham,1/2 18-Jul 21:35: P30 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:BGI5RQMMDF. Get MORE with PROMO LOAD in the Smart App!,[],0,0,0,0,jul p loaded xxxxxxxx year refbgirqmmdf get promo load smart app,Ham
Phishing,Withdraw your winnings in 2 mins! Join BINGOPLUS now and get 646 free: bit.ly/secure-ph-872029,['Phishing'],0,0,0,1,withdraw winning min join bingoplus get free urllink,Spam
Phishing,Anniversary promo namin! Libreng shipping voucher para sayo. Show this SMS.,['Phishing'],0,0,0,1,anniversary promo namin libreng shipping voucher sayo show sm,Spam
Spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,['General Spam'],0,0,1,0,free camera phone linerental month cross ntwk min price txt bundle deal also avble call calloptoutj mf,Spam
Gambling Promotion,"P158 mobile freebie, iyo na ngayon! Plus, hanggang P1188 bonus sa unang deposito. 2cbraah00ildlvg1o.bonus.lc",['Gambling Promotion'],0,1,0,0,p mobile freebie ngayon plus hanggang p bonus unang deposito cbraahildlvgobonuslc,Spam
Ham,"HUWAG MANIWALA SA TEXT NA MAY PANGALAN NINYO AT ALOK NA TRABAHO, PABUYA O PERA. ITO AY ISANG SCAM. I-REPORT SA HTTPS://NTC.GOV.PH o TUMAWAG SA NTC HOTLINE 1682",[],0,0,0,0,huwag maniwala text may pangalan ninyo alok trabaho pabuya pera isang scam ireport urllink tumawag ntc hotline,Ham
Ham,Naka data lang ako ngayon,[],0,0,0,0,naka data ako ngayon,Ham
Phishing,"C0NGRATS! Ur number won P500k from Shopee Raffle. To claim prize, pls call Atty. Reyes 09951234567. DTI#0921",['Phishing'],0,0,0,1,cngrats ur number pk shopee raffle claim prize pls call atty reyes dti,Spam
Ham,"To Activate SPayLater, enter verification code: 905746. Valid for 15 mins. NEVER share this code with others under any circumstances. PW42aWeqbj5",[],0,0,0,0,activate spaylater enter verification code valid min never share code others circumstance pwaweqbj,Ham
Ham,"<#> 274978 is your GRAB verification code. It expires in 2 minutes. Do not share it with anyone, including GRAB. H9CMNjtZ1r6",[],0,0,0,0,grab verification code expires minute share anyone including grab hcmnjtzr,Ham
"Bank Scam, Phishing",PNB: Ur account is unauthorized login. Pls verify identity now d2: bit.ly/secure-ph-309675,"['Bank Scam', 'Phishing']",1,0,0,1,pnb ur account unauthorized login pls verify identity urllink,Spam
Ham,Sino ba may kasalanan,[],0,0,0,0,may kasalanan,Ham
Phishing,Ur order #5926 is out for delivery. Tracking link: bit.ly/ph-87829,['Phishing'],0,0,0,1,ur order delivery tracking link urllink,Spam
"Gambling Promotion, Phishing",Celebrate TGIF at GJP! Join the Holy Week tournament and win a Samsung UHD UA50 + 6888p BONUS! New members get 1000 Free bonus. Join now at GoJackpotph14.icu,"['Gambling Promotion', 'Phishing']",0,1,0,1,celebrate tgif gjp join holy week tournament win samsung uhd ua p bonus new member get free bonus join gojackpotphicu,Spam
"Gambling Promotion, Phishing",Looking for extra income? Shopee needs 50 people for remote work. Register: bit.ly/secure-ph-443342,"['Gambling Promotion', 'Phishing']",0,1,0,1,looking extra income shopee need people remote work register urllink,Spam
Phishing,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,['Phishing'],0,0,0,1,guaranteed cash prizeto claim yr prize call customer service representative,Spam
Ham,"Your One-Time Password (OTP) is 530641, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.714071",[],0,0,0,0,onetime password otp please enter within minute call bdo customer contact center login account refno,Ham
Ham,"ADVISORY: Join the All-New Rewards program now to start redeeming ALL-NET promos, offers and discounts. Just tap REDEEM REWARDS and click JOIN NOW. Earning Globe Rewards points is exclusive to buy load and promos through the GlobeOne app. We'll keep you updated with the latest offers through texts coming from GLOBEREWARD. Globe will never send texts with links.",[],0,0,0,0,advisory join allnew reward program start redeeming allnet promos offer discount tap redeem reward click join earning globe reward point exclusive buy load promos globeone app well keep updated latest offer text coming globereward globe never send text link,Ham
"Bank Scam, Phishing",G-CASH: Get P50 for every referral. Start sharing now: bit.ly/gc-referral-portal,"['Bank Scam', 'Phishing']",1,0,0,1,gcash get p every referral start sharing urllink,Spam
"Gambling Promotion, Phishing","Browser input: https://95M.App Online cockfighting game. Deposit 50 peso to withdraw 100 peso immediately. If you lose, you can reapply for 50 peso.","['Gambling Promotion', 'Phishing']",0,1,0,1,browser input urllink online cockfighting game deposit peso withdraw peso immediately lose reapply peso,Spam
Ham,<#> Your Tinder code is 158487 dwEzWOx6XSV,[],0,0,0,0,tinder code dwezwoxxsv,Ham
Ham,You have received P1100.88 GCash from 7eleven Kiosk w/ MSG - 2412-2046-1950. Your new balance is P1111.66 05-01-24 4:20PM. Ref no. 0017163435063.,[],0,0,0,0,received p gcash eleven kiosk w msg new balance p pm ref,Ham
Ham,3:00 PM,[],0,0,0,0,pm,Ham
Ham,10/06 06:48: P50.00 loaded to 09123299877 from 09997261416 for 1 year. Ref:8FA4MDD60K !Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!,[],0,0,0,0,p loaded year reffamddk use smrtphgigalifeapp get double giga video story,Ham
"Gambling Promotion, Phishing",Welcome to GoJackpot! Enjoy Free 777 + 177 sign-up bonus. Get 6888 on PayDay and 588 Christmas 12.12 Golden Egg bonus. Play & Jackpot at https://gojackpot1.icu,"['Gambling Promotion', 'Phishing']",0,1,0,1,welcome gojackpot enjoy free signup bonus get payday christmas golden egg bonus play jackpot urllink,Spam
Phishing,"Hi, I'm recruiter for Facebook Affiliate. Your profile is selected for 500-1500 pay. Info: bit.ly/secure-ph-355179",['Phishing'],0,0,0,1,hi im recruiter facebook affiliate profile selected pay info urllink,Spam
Phishing,"C0NGRATS! Ur number won Toyota Vios from Lazada Anniversary. To claim prize, pls call Atty. Reyes 09283334444. DTI#0921",['Phishing'],0,0,0,1,cngrats ur number toyota vios lazada anniversary claim prize pls call atty reyes dti,Spam
Ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,[],0,0,0,0,taught ranjith sir called sm like becaus he verifying project prabu told today dont mistake,Ham
Phishing,"Your loan is waiting for you! Download now for instant approval: cashbee.ph/app/cnid ,search CASHBEE in google/IOS. (send stop to9480388467), DTI160293S23",['Phishing'],0,0,0,1,loan waiting download instant approval cashbeephappcnid search cashbee googleios send stop dtis,Spam
"Bank Scam, Gambling Promotion, Phishing",This is your LucKy day! DAhil JB Day ngayon! Mag $pin at makakuha ng maraming PRIZES! Wag mag alinlangan siguradong bubuhos ng swerte! barbadostelecom.com/Live,"['Bank Scam', 'Gambling Promotion', 'Phishing']",1,1,0,1,lucky day dahil jb day ngayon mag pin makakuha maraming prize wag mag alinlangan siguradong bubuhos swerte barbadostelecomcomlive,Spam
Ham,"Happy Chinese New Year, GOMO Fam! Wishing you UNSTPPBL luck this 2025.",[],0,0,0,0,happy chinese new year gomo fam wishing unstppbl luck,Ham
"Gambling Promotion, Phishing",[ Philwin x Epicwin ]: Play Jili game with Welcome bonus FREE EXTRA 1000P! Livechat for more Super Ace game tips & tricks today~ Try Now : EpicWplay.com,"['Gambling Promotion', 'Phishing']",0,1,0,1,philwin x epicwin play jili game welcome bonus free extra p livechat super ace game tip trick today try epicwplaycom,Spam
Ham,Yes :)it completely in out of form:)clark also utter waste.,[],0,0,0,0,yes completely formclark also utter waste,Ham
Phishing,"Kuya, sabi mo pwede ka talagang manalo ng pera kapag naglaro ka sa unang pagkakataon. Nanalo lang ako ng P87635 Magkano ang napanalunan mo ngayon?177betj.info",['Phishing'],0,0,0,1,kuya sabi pwede ka talagang manalo pera kapag naglaro ka unang pagkakataon nanalo ako p magkano napanalunan ngayonbetjinfo,Spam
Ham,"Hi! As of 11/28/22 05:04, there is 497.77MB left from your SURF4ALL group promo. This is valid until 11/30/22 16:09.",[],0,0,0,0,hi mb left surfall group promo valid,Ham
Spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,['General Spam'],0,0,1,0,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv,Spam
Ham,"Sorry, you're not registered to GoSURF. Register by texting the keyword below to 8080 (Ex: GS299) or dial *143# for free and select Surfing. GS299 - 2GB for 30 days, P299 GS599 - 5GB for 30 days, P599 GS999 - 10GB for 30 days, P999 GS1299 - 15GB for 30 days, P1299 GS1999 - 30GB for 30 days, P1999 GS2499 - 50GB for 30 days, P2499 To check your remaining data and freebie balance, text DATA BAL. Data charges apply once GoSURF is used up. For more info, text GOSURF INFO. Send to 8080.",[],0,0,0,0,sorry youre registered gosurf register texting keyword ex g dial free select surfing g gb day p g gb day p g gb day p g gb day p g gb day p g gb day p check remaining data freebie balance text data bal data charge apply gosurf used info text gosurf info send,Ham
Ham,Pa kopya ng notes mo,[],0,0,0,0,kopya note,Ham
"Bank Scam, Gambling Promotion, Phishing","<REAL NAME>, Merry Christmas SBET Members! Claim your christmas bonus now, upto P5,000! Register now and get 1% deposit bonus on gcash sbetfifa.com","['Bank Scam', 'Gambling Promotion', 'Phishing']",1,1,0,1,real name merry christmas sbet member claim christmas bonus upto p register get deposit bonus gcash sbetfifacom,Spam
Spam,Big wins await! Just 50 pesos could get you 80k in Mega Ace. Discover more at promolink.sh/vhMBpxMO8S.,['General Spam'],0,0,1,0,big win await peso could get k mega ace discover promolinkshvhmbpxmos,Spam
Ham,"It's not too late to claim your FREEBIE of 350MB for surfing, valid for 3 days. Simply load at least P50 one time by 10/24/2023. If you've already claimed your freebie, please disregard this message. REF#: FGRN44 ",[],0,0,0,0,late claim freebie mb surfing valid day simply load least p one time youve already claimed freebie please disregard message ref fgrn,Ham
Phishing,FedEx shipment 775082599783 is scheduled for delivery today.,['Phishing'],0,0,0,1,fedex shipment scheduled delivery today,Spam
Ham,expired na promo ko,[],0,0,0,0,expired promo,Ham
Spam,"Ang sikreto sa paggawa ng pera, makipag-ugnayan sa amin para turuan ka ng mga hakbang!/WhatsApp1 +639851908573 WhatsApp2 +639817102187",['General Spam'],0,0,1,0,sikreto paggawa pera makipagugnayan turuan ka hakbangwhatsapp whatsapp,Spam
Ham,paki punasan yung lamesa,[],0,0,0,0,paki punasan lamesa,Ham
"Bank Scam, Phishing","GCASH Advisory: Your account is temporarily on-hold, due to security purposes. Kindly verify here https://iplogger.org/GCASHVerification","['Bank Scam', 'Phishing']",1,0,0,1,gcash advisory account temporarily onhold due security purpose kindly verify urllink,Spam
Gambling Promotion,"Kumuha ng hanggang P1,777 nang libre gamit ang iyong mobile phone  1OO% na bonus sa unang deposito  bv6ak.bid",['Gambling Promotion'],0,1,0,0,kumuha hanggang p nang libre gamit iyong mobile phone oo bonus unang deposito bvakbid,Spam
"Bank Scam, Phishing",AUB: Ur account is locked. Pls verify identity now d2: bit.ly/secure-ph-874752,"['Bank Scam', 'Phishing']",1,0,0,1,aub ur account locked pls verify identity urllink,Spam
Ham,"Send Money to other banks and wallets for only P10. Enjoy low transfer fees with BDO Pay! To stop receiving messages, text UNSUB BDO PAY to 225678.",[],0,0,0,0,send money bank wallet p enjoy low transfer fee bdo pay stop receiving message text unsub bdo pay,Ham
Ham,"Cheers to the weekend, Fam! Enjoy drinks delivered from Boozy by swapping 5GB of your No Expiry Data to get a voucher for FREE Delivery. Just go to the GOMO app, click 'Mo Creds, and select the 'Lifestyle' tab to see the offer. Minimum spend of P888 on Boozy required. No advisories? Text OFF to 2686 for free.",[],0,0,0,0,cheer weekend fam enjoy drink delivered boozy swapping gb expiry data get voucher free delivery go gomo app click cred select lifestyle tab see offer minimum spend p boozy required advisory text free,Ham
Ham,"BSP: Sa darating na Hulyo 9, 1:00pm ? 3:30pm, panoorin ang live stream ng 2021 BSP Youth Summit sa Facebook Page ng BSP: fb.com/BangkoSentralngPilipinas.",[],0,0,0,0,bsp darating hulyo pm pm panoorin live stream bsp youth summit facebook page bsp fbcombangkosentralngpilipinas,Ham
Phishing,Payday promo! Up to 50% off on selected items. Order now.,['Phishing'],0,0,0,1,payday promo selected item order,Spam
Phishing,"Hello, 500 to 500 p to you, click; https://www.hdg15uh.com to get free money 500 now",['Phishing'],0,0,0,1,hello p click urllink get free money,Spam
Ham,"Ang paborito mong P50 load promos, pwede na i-Borrow Load! Mag-Borrow Load na!",[],0,0,0,0,paborito mong p load promos pwede iborrow load magborrow load,Ham
Ham,"Did you request to SEND MONEY to PR*****S JA*E T.'s GCash number, 09691865945 with amount of PHP 170.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 315656.",[],0,0,0,0,request send money pr jae t gcash number amount php dont enter otp site send anyone scam requested otp,Ham
